#{"t_start": 1587177564.6207597, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
10.383338,12,0.99816
13.254674,10,1.006429
14.469273,19,1.02174
9.964748,6,1.026817
17.719029,28,1.049569
11.428046,14,1.061684
15.698645,13,1.072654
11.177173,10,1.081338
15.252819,12,1.091713
10.628718,10,1.100389
13.551863,13,1.11147
12.196901,11,1.121012
10.1456,9,1.128857
14.131779,11,1.13852
10.766757,8,1.145536
14.787635,18,1.160664
17.028012,16,1.17432
17.524379,16,1.188187
19.762058,23,1.207969
12.506052,11,1.217516
11.16174,7,1.223729
12.882104,13,1.234886
20.157027,29,1.259208
11.522837,9,1.267102
8.964338,12,1.27742
12.411431,11,1.286967
11.984555,8,1.294089
16.903319,20,1.3107
12.964453,14,1.322485
10.842361,8,1.329459
14.697076,18,1.344682
10.597328,10,1.353484
13.441692,15,1.366004
19.264971,18,1.381387
15.467355,16,1.394937
11.352186,12,1.405398
10.552124,8,1.412505
18.521244,24,1.432755
12.404703,15,1.445811
18.484784,19,1.461854
13.25933,17,1.476157
9.34706,7,1.482402
11.80173,9,1.490276
11.249743,9,1.497872
14.303379,13,1.509107
12.096821,10,1.517962
12.387162,16,1.531376
20.633678,28,1.555596
21.692681,28,1.57907
13.375633,10,1.587703
18.080136,14,1.59979
17.636297,19,1.615855
13.134443,12,1.626303
13.737654,16,1.639854
11.537013,7,1.645962
14.554036,19,1.662166
14.316558,19,1.678498
20.55479,29,1.703074
15.261582,14,1.715068
15.678126,15,1.727453
14.987181,16,1.741064
10.784498,8,1.747979
24.276951,29,1.772518
21.626585,48,1.813435
14.545278,14,1.825353
9.879828,9,1.833187
12.007043,13,1.84407
12.267303,10,1.852438
11.703428,16,1.865546
9.986461,14,1.877106
14.321983,11,1.886771
12.348513,10,1.895303
15.344029,15,1.907747
12.604696,12,1.917956
12.564075,11,1.927395
12.890772,12,1.93752
13.533231,10,1.94597
13.065331,10,1.954453
11.821451,9,1.962281
12.528717,13,1.973428
13.899382,12,1.983687
11.994525,13,1.994717
9.353469,12,2.004798
11.757669,9,2.012455
13.171361,18,2.027508
10.984342,7,2.033632
8.474711,18,2.048645
11.748022,8,2.05563
14.766009,13,2.06677
14.755664,15,2.079067
10.395446,7,2.084839
11.87871,11,2.093891
15.183775,15,2.105962
11.754274,15,2.117871
12.192743,14,2.129057
11.995674,12,2.138733
13.372797,10,2.146924
11.11295,9,2.154264
14.743503,16,2.166873
19.192268,25,2.186863
10.223072,7,2.192681
14.994734,13,2.203118
11.144764,7,2.20887
14.31164,14,2.220152
14.03559,11,2.229237
16.88621,27,2.250468
15.129272,16,2.263252
14.334539,13,2.273795
9.994705,7,2.279661
14.82213,13,2.295579
9.945865,9,2.303461
10.183383,8,2.310569
15.225225,13,2.321491
11.273103,9,2.329294
11.063306,10,2.338038
12.436185,14,2.350019
9.864152,9,2.357952
9.328749,7,2.364129
10.435063,8,2.371028
11.334815,14,2.382794
17.783902,20,2.39982
16.206302,20,2.416661
22.576112,27,2.439982
10.067323,7,2.446079
19.206694,25,2.467508
15.429647,23,2.486667
10.343312,14,2.498743
17.881188,21,2.516643
11.028939,11,2.526349
13.03943,22,2.545069
20.864537,24,2.565395
11.549035,10,2.574154
9.937933,6,2.579494
16.1094,16,2.592797
10.394145,8,2.599787
17.25143,13,2.610733
10.026525,11,2.619872
13.345826,18,2.635414
10.265374,15,2.648056
11.480478,10,2.656893
9.991569,9,2.664671
11.784973,7,2.67088
11.929792,13,2.681705
14.034854,18,2.696454
12.477107,9,2.703917
12.868102,14,2.715429
10.736656,8,2.722026
13.94156,11,3.136487
12.75744,11,3.145437
12.170043,12,3.155082
19.106955,21,3.172002
13.429497,13,3.182335
18.234652,17,3.195912
12.105436,16,3.208811
12.711305,11,3.218108
13.137355,11,3.227092
16.977929,20,3.243162
10.650457,8,3.249838
10.464327,10,3.257815
17.643705,19,3.27312
12.471889,11,3.282089
14.109472,15,3.294251
11.709517,7,3.299987
16.158317,16,3.312974
19.168284,22,3.330628
12.891582,11,3.33947
18.486381,18,3.354033
13.434048,9,3.361587
13.703815,12,3.371375
16.948949,21,3.388432
15.779119,16,3.401375
12.162396,9,3.408803
15.476513,18,3.423172
10.415733,10,3.431418
12.102614,11,3.440634
13.669644,11,3.44963
11.523402,11,3.458377
14.028604,14,3.469488
14.989711,13,3.480113
12.425769,13,3.490616
25.618422,24,3.509841
13.6155,10,3.518113
13.662278,12,3.527783
19.445566,29,3.55095
10.707943,10,3.55923
8.210213,9,3.566638
13.744775,11,3.575711
14.312993,16,3.588733
11.844405,9,3.596053
12.791482,13,3.606432
10.123615,13,3.616946
10.701953,10,3.625178
12.026727,9,3.632595
18.76587,18,3.647032
13.874916,10,3.655401
14.214031,10,3.663683
13.275529,13,3.67439
12.295928,13,3.684876
16.90091,19,3.70028
17.083792,24,3.719945
9.952749,6,3.725026
17.313812,16,3.737757
16.988001,12,3.747713
11.836245,10,3.755961
