#{"t_start": 1587180036.1004665, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
18.440156,17,2.06678
14.063593,9,2.072713
16.949551,18,2.084023
20.680388,15,2.093699
24.767829,26,2.10989
12.829831,9,2.115771
14.404241,14,2.124623
22.595992,22,2.138609
15.126922,10,2.144981
11.709349,7,2.149599
15.550243,14,2.158202
21.543147,20,2.170754
13.886877,9,2.176669
16.872043,14,2.185594
16.855354,18,2.19661
17.634081,14,2.20549
24.692902,23,2.219809
17.178526,15,2.229378
17.421262,15,2.238917
16.76215,15,2.248712
16.676076,11,2.25574
13.147479,11,2.262707
22.877191,25,2.278439
16.020241,20,2.29115
13.055859,10,2.297397
19.428939,17,2.308216
14.95077,16,2.318408
13.650162,9,2.324339
19.658852,19,2.336635
12.170383,9,2.342521
11.946915,8,2.347806
12.750123,8,2.353105
12.776058,10,2.359639
16.268261,15,2.369075
12.600862,9,2.374832
22.154939,21,2.388327
20.481102,20,2.401096
15.270472,10,2.407422
13.926954,9,2.413374
15.691525,11,2.420508
16.601242,11,2.427572
16.94906,14,2.436399
15.514546,15,2.445719
17.794326,14,2.45482
17.172008,14,2.463793
14.908095,11,2.47092
19.180726,13,2.479356
19.581838,17,2.490188
15.406751,12,2.49788
15.520565,12,2.505738
13.99292,17,2.516404
18.011687,14,2.52563
18.85816,14,2.53466
15.665205,14,2.54375
17.011728,12,2.551505
13.517696,12,2.559265
18.45282,16,2.569197
15.307569,10,2.575714
12.856711,8,2.580852
16.972739,15,2.590684
26.314881,28,2.608546
12.603387,9,2.614442
19.130248,19,2.626248
21.338549,21,2.639607
14.932625,10,2.646132
13.786993,14,2.655032
13.848744,8,2.66023
16.191844,11,2.667344
20.594589,16,2.677368
11.635273,9,2.683183
16.060974,11,2.690289
15.594544,11,2.697506
14.248398,11,2.704565
26.420619,27,2.721483
16.218018,15,2.73095
12.589424,9,2.736933
19.987201,21,2.750155
17.413785,15,2.759726
18.552476,18,2.770918
18.04093,16,2.781297
16.057503,16,2.791454
14.262823,11,2.798481
19.327522,15,2.808055
15.884427,13,2.816581
13.505252,11,2.824012
20.397487,20,2.836636
21.936388,24,2.851781
14.947526,11,2.858917
13.538698,9,2.864867
11.846508,9,2.870754
17.333972,15,2.880308
23.4266,28,2.897782
31.32327,34,2.918763
17.325173,15,2.928425
22.520655,19,2.940331
14.877141,14,2.9491
16.216873,15,2.958793
15.20123,15,2.96829
16.267496,12,2.975754
12.424958,7,2.980507
16.562913,12,2.988405
14.139525,10,2.995022
15.519217,10,3.001683
16.666119,13,3.010284
14.319377,10,3.016684
12.493734,8,3.022027
19.195453,17,3.032999
