#{"t_start": 1587177564.6169927, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
15.23222,19,0.955068
13.179922,17,0.970394
13.416177,14,0.982883
14.124881,14,0.995247
9.322686,14,1.007705
10.279869,12,1.01815
10.25699,10,1.027274
15.888659,14,1.039521
13.427791,12,1.050201
16.551352,17,1.064846
13.098075,15,1.077513
12.858102,9,1.085503
11.30213,7,1.091768
11.28526,12,1.102323
11.474272,7,1.1085
12.529663,15,1.121541
13.975358,12,1.132025
9.713628,7,1.138362
19.858209,27,1.161864
10.265982,7,1.168158
12.456842,9,1.176203
13.488817,9,1.18426
11.599579,11,1.194056
12.236542,8,1.201298
14.714927,15,1.214215
15.584215,21,1.232635
11.12383,10,1.241117
12.490765,12,1.251
16.189538,18,1.265608
12.638286,12,1.275522
9.979355,8,1.282199
13.267179,14,1.293638
13.494424,22,1.31138
13.36429,10,1.319803
11.713019,9,1.327199
14.452728,13,1.337995
11.196108,8,1.344737
9.455875,7,1.350829
12.274175,9,1.35832
15.411148,14,1.36994
13.877744,9,1.377502
15.8445,14,1.389192
11.614661,9,1.396864
11.040176,9,1.404373
9.024156,16,1.41743
12.613777,20,1.433818
12.140853,8,1.440526
22.309235,31,1.466947
11.848075,11,1.476282
12.584471,10,1.484787
14.592081,15,1.496867
14.002387,11,1.505888
12.607783,13,1.516587
15.053284,16,1.529787
20.706823,22,1.547644
11.02472,8,1.554357
9.806846,10,1.562474
12.530921,11,1.5716
10.713434,10,1.579837
11.290147,16,1.592843
15.717904,14,1.604445
13.108175,9,1.61203
13.814882,16,1.625008
12.30311,13,1.635724
11.159709,9,1.643288
13.841706,11,1.652325
9.850276,19,1.667712
13.518205,12,1.677613
9.591925,17,1.691497
12.54738,9,1.69905
14.260763,13,1.709787
12.782712,10,1.717919
10.239534,8,1.724692
10.394767,11,1.733855
12.225308,10,1.742127
14.536727,15,1.754407
20.032479,28,1.777095
11.394254,15,1.789301
12.439578,10,1.797688
12.375052,14,1.809398
12.95381,12,1.819307
16.534318,13,1.830168
11.245429,14,1.841568
11.898482,10,1.849773
11.282914,10,1.858144
12.024949,20,1.874216
13.046851,12,1.8843
14.232597,12,1.894166
10.41291,11,1.90332
12.654471,10,1.911723
11.103344,7,1.917705
9.686971,8,1.924419
16.231966,12,1.934231
10.253023,11,1.943122
12.741767,10,1.951525
11.232851,8,1.958258
11.647768,10,1.966749
12.593457,10,1.975097
11.208401,9,1.982676
12.566778,9,1.990298
11.147052,8,1.997046
12.673006,10,2.005384
11.400533,9,2.012882
13.605033,15,2.024889
14.99981,15,2.037149
14.101479,21,2.054489
13.670682,9,2.062113
8.354511,7,2.067944
11.391373,8,2.074632
10.098806,8,2.081329
12.201361,12,2.091392
12.818869,16,2.104444
11.204821,7,2.110353
11.135815,15,2.122399
15.582187,16,2.135391
12.128684,10,2.143883
12.64576,12,2.153831
15.262766,14,2.16538
15.956574,18,2.179997
15.460206,15,2.192239
15.948209,18,2.207105
15.413364,14,2.218514
13.341836,11,2.227616
14.370575,16,2.24065
13.41747,12,2.250632
10.475029,6,2.255764
15.635777,18,2.270184
