#{"t_start": 1587180036.1014745, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
14.760764,10,2.005686
14.387928,11,2.012689
17.990533,16,2.02337
13.323066,8,2.028744
18.104215,12,2.036735
16.745185,12,2.044463
15.599614,11,2.051669
17.536827,15,2.061294
16.833614,15,2.071654
13.981895,10,2.078207
27.323432,32,2.09871
14.158622,12,2.106731
15.066973,11,2.11401
17.050128,17,2.125024
20.830005,17,2.136098
23.056715,26,2.152956
14.708743,11,2.160173
11.812621,7,2.164933
13.752198,10,2.171702
17.660411,17,2.182729
14.682363,11,2.189991
14.816949,13,2.198267
12.235773,8,2.203757
14.861158,14,2.212777
19.770927,15,2.222549
33.3525,33,2.243591
14.842429,12,2.251457
15.698664,13,2.260182
14.957161,11,2.267252
12.219218,9,2.273192
14.68872,11,2.280291
15.560224,16,2.291095
12.001917,8,2.296504
17.139552,14,2.305949
18.616575,16,2.316422
15.839996,11,2.323641
25.177467,24,2.339243
15.140576,11,2.346584
16.461744,11,2.353767
20.368447,22,2.367768
19.164178,15,2.37757
25.745326,29,2.396418
13.981066,13,2.404713
16.396456,12,2.412535
19.101086,16,2.42312
16.27378,15,2.432388
20.643632,18,2.443918
14.963293,10,2.450418
13.592537,10,2.456859
14.234665,15,2.466401
17.306464,13,2.47477
15.001678,11,2.48191
18.017584,16,2.492013
16.864014,12,2.499801
18.437544,17,2.510571
18.048734,18,2.522115
14.199833,10,2.528568
18.776051,14,2.537676
14.765914,11,2.544842
18.36239,13,2.553489
15.030046,10,2.560097
14.076915,8,2.56544
15.073949,10,2.572029
17.000258,14,2.58127
18.675597,17,2.592324
13.798963,11,2.599309
13.499257,9,2.605257
15.11498,12,2.613096
17.683087,13,2.621624
15.096393,11,2.628519
11.202526,8,2.633918
17.841454,17,2.644966
15.877023,10,2.651551
14.267056,11,2.658803
16.677441,13,2.66724
17.467141,14,2.676175
16.612868,16,2.686291
15.184251,12,2.694157
13.710403,11,2.701296
16.408361,13,2.709605
20.317084,16,2.720062
19.492882,19,2.732231
17.543845,19,2.744385
23.942669,27,2.76158
23.96171,23,2.776305
12.697024,7,2.78103
14.068071,11,2.788252
17.599242,13,2.796635
18.468104,17,2.807549
23.010647,26,2.823839
12.680134,11,2.830985
17.105072,15,2.840603
14.865241,10,2.847063
13.612309,10,2.853688
17.337739,15,2.863236
19.292635,16,2.873302
17.426497,16,2.883539
26.91088,26,2.90015
14.829429,11,2.907218
19.179102,20,2.920311
19.012295,16,2.930743
16.032031,13,2.939184
13.95316,10,2.945714
17.221599,14,2.954889
19.671091,25,2.970876
16.643546,12,2.978456
23.335663,26,2.994853
19.68895,19,3.006765
16.341762,11,3.013955
18.854677,17,3.025015
15.87816,14,3.033697
17.489648,19,3.045889
17.697744,12,3.053681
13.652285,9,3.059494
16.565404,15,3.069375
18.067529,14,3.078437
18.852456,16,3.088786
20.355094,17,3.099561
28.882265,34,3.121038
20.511916,23,3.135756
17.423078,17,3.146701
18.73628,17,3.157743
15.979324,14,3.166637
13.910069,9,3.172607
14.551284,12,3.180576
21.890702,21,3.194261
14.514063,11,3.201557
16.039507,11,3.208727
12.389953,7,3.213332
13.470253,11,3.22032
17.279025,15,3.230053
17.13719,16,3.240753
14.916467,10,3.24725
14.626035,9,3.253152
21.585092,21,3.266619
18.496087,14,3.27575
22.382407,24,3.291263
18.765251,21,3.304412
11.822815,7,3.309112
