#{"t_start": 1587172621.9635613, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
12.281575,10,0.534987
14.936111,16,0.582603
10.361974,7,0.692789
10.089099,12,0.725709
11.578333,9,0.750861
21.733562,22,0.813796
11.360994,10,0.84187
10.506666,7,0.861542
10.962672,9,0.887428
11.604875,8,0.909695
14.555437,17,0.956133
9.052845,8,0.980357
12.347869,9,1.0059
10.9055,9,1.030325
12.202188,10,1.0711
13.118148,20,1.132595
10.577789,11,1.164155
14.410629,13,1.198476
16.667074,18,1.251158
15.260515,15,1.291998
10.816597,9,1.31545
13.528486,12,1.353882
15.75705,22,1.410609
11.545717,12,1.44416
13.078236,9,1.467545
14.828831,15,1.507885
14.033185,12,1.554523
14.652428,17,1.599725
14.106621,11,1.630689
12.174229,9,1.655934
15.868223,21,1.714706
18.034508,22,1.773803
17.02459,20,1.838017
16.512001,19,1.890555
11.707845,16,1.937432
14.512147,15,1.978244
12.144176,8,1.999621
12.453951,8,2.021165
10.650955,8,2.042724
14.214918,18,2.097185
13.462528,14,2.143262
9.853747,8,2.164712
12.644384,12,2.195505
12.066709,11,2.224058
17.301057,20,2.278444
11.677162,9,2.306144
11.78123,9,2.330814
11.499212,12,2.368566
9.49265,10,2.394341
11.115568,8,2.41524
14.424451,14,2.459517
15.844032,18,2.506598
11.803074,8,2.534561
9.761344,7,2.552683
10.361062,7,2.570524
12.945258,12,2.601729
10.17885,11,2.631699
10.589833,7,2.650592
14.837574,11,2.678965
14.299001,13,2.720195
8.744977,9,2.744247
14.048746,15,2.783685
11.977777,10,2.811697
13.012753,9,2.836011
20.048898,29,2.913518
11.644394,11,3.016574
11.251659,10,3.045161
15.249639,14,3.081056
9.743119,6,3.096974
11.765967,7,3.116256
10.874861,8,3.137872
15.012238,17,3.182185
12.706612,10,3.214981
12.61428,9,3.238681
11.482564,10,3.270562
10.932573,8,3.292237
12.6575,11,3.322316
18.01504,28,3.402834
10.231873,8,3.423152
10.133281,22,3.480973
10.925287,7,3.499813
14.995411,18,3.547077
10.779873,7,3.567377
14.859115,13,3.602118
11.071315,10,3.634591
15.071531,16,3.677559
16.517336,22,3.734998
13.514904,13,3.772023
16.36144,18,3.819988
13.808113,11,3.85062
12.85472,10,3.877109
14.898758,16,3.921322
12.911348,15,3.961441
13.394533,10,3.988094
9.44064,6,4.010619
18.30203,19,4.061185
11.00748,10,4.087488
10.099497,11,4.118972
13.151924,12,4.150066
17.935933,25,4.227391
9.061763,12,4.258619
13.177528,14,4.296857
12.187588,13,4.330716
