#{"t_start": 1587174851.4321465, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
13.374728,18,0.70639
15.810512,14,0.752362
11.91722,9,0.781167
11.559635,8,0.811998
9.74487,7,0.832518
14.159874,19,0.892001
10.739217,11,0.930078
11.672711,11,0.959787
16.294304,17,1.00781
11.881713,11,1.038266
16.006093,20,1.092409
12.553472,10,1.12039
15.607479,14,1.157995
13.20075,14,1.197462
12.292434,12,1.230332
12.847653,12,1.263963
12.783737,15,1.306431
13.851019,13,1.342298
9.991846,7,1.362266
18.486171,18,1.413758
14.231429,13,1.449797
15.288817,14,1.489416
13.139513,9,1.515119
15.820352,15,1.556855
14.453266,14,1.596647
29.370255,36,1.696054
15.911975,19,1.748575
10.865216,8,1.7712
13.769086,9,1.796297
16.963577,17,1.843604
12.045468,17,1.890374
11.545807,11,1.921291
11.145976,12,1.954844
12.557393,9,1.979522
12.384146,9,2.00456
14.823183,12,2.03846
11.96689,8,2.061105
9.605366,7,2.08052
7.494278,9,2.106024
22.049939,24,2.172173
9.536275,9,2.197332
14.574855,12,2.230961
17.647613,22,2.292356
18.973244,25,2.360179
12.924131,13,2.39841
15.81976,14,2.437878
13.437254,16,2.482846
14.651654,14,2.521332
16.288116,22,2.582218
18.648948,20,2.636858
13.197288,9,2.661172
12.044042,7,2.681487
11.643854,8,2.703469
9.67719,6,2.720462
17.091107,20,2.775782
15.24464,21,2.833455
10.487693,9,2.858784
12.646956,13,2.895037
13.576225,13,2.931328
10.341478,13,2.96759
15.175847,17,3.015303
12.299677,10,3.043447
12.742746,12,3.076903
13.326603,12,3.110171
12.901159,19,3.162476
10.199627,7,3.182663
12.619391,9,3.207661
17.771755,19,3.260842
12.160776,12,3.298145
16.529601,23,3.366429
11.762046,6,3.381792
13.190041,16,3.424533
12.568748,8,3.445764
17.882992,22,3.504462
12.387396,8,3.526781
12.643056,10,4.556101
14.277914,15,4.604339
9.124486,13,4.639377
12.106679,19,4.691056
11.096229,10,4.718734
14.620904,13,4.753243
14.930029,15,4.793794
11.245188,8,4.816544
11.763279,9,4.841503
12.169105,9,4.867283
10.164256,8,4.890415
12.439114,13,4.927371
12.265314,8,4.949862
13.450154,14,4.988882
10.656229,6,5.006629
12.052409,8,5.028825
10.849619,16,5.072643
9.090024,9,5.097547
13.357917,16,5.142124
13.30739,13,5.178816
14.093515,11,5.209541
15.214717,16,5.253838
13.903425,19,5.305967
14.164327,11,5.336456
20.376083,22,5.3974
20.013921,22,5.458487
11.179973,11,5.48813
15.718413,18,5.537713
18.464374,26,5.609485
17.94521,20,5.663722
15.38568,14,5.70144
14.034529,13,5.738054
10.808463,15,5.779118
10.078944,12,5.812573
13.20421,20,5.868067
15.530992,12,5.900942
19.657851,25,5.970337
11.958165,11,5.999966
12.691451,9,6.025064
13.428681,11,6.055627
16.778158,23,6.118465
11.684693,8,6.141319
11.293639,9,6.166172
12.869055,11,6.196996
13.854604,12,6.230829
13.971393,11,6.262205
17.542557,21,6.319786
16.708039,14,6.359029
16.915441,18,6.40968
16.620322,20,6.465825
14.01465,9,6.490731
10.28261,6,6.507881
12.344471,16,6.553436
17.655599,17,6.601123
13.171897,11,6.633021
15.171669,13,6.670015
16.450204,16,6.715492
11.674854,10,6.74446
11.629502,9,6.769995
10.969176,6,6.787629
15.124894,13,6.823583
14.177127,11,6.852884
14.520455,13,6.888407
11.718261,9,6.912466
13.523802,16,6.954709
9.15399,7,6.973334
12.488499,20,7.026297
18.870106,16,7.070143
12.610352,14,7.10697
19.04823,15,7.147787
10.01661,15,7.187694
14.397379,11,7.21765
11.746466,9,7.248025
11.751743,8,7.275562
11.483155,9,7.314644
12.63684,12,7.365156
10.586222,10,7.402481
13.028186,14,8.298796
10.975026,8,8.321474
7.30677,8,8.342932
14.025595,18,8.391551
14.951134,12,8.423554
13.049344,10,8.451239
11.977708,9,8.476101
16.554595,20,8.529465
12.953714,15,8.569918
9.446795,7,8.589115
15.372808,12,8.621686
7.965943,12,8.654312
15.118753,14,8.691815
22.818276,27,8.76391
14.177234,11,8.794114
21.229563,28,8.869572
15.197166,17,8.915138
17.794511,19,8.967556
20.320483,25,9.034695
16.149328,20,9.088824
14.022421,12,9.121515
12.518384,9,9.145489
13.404925,13,9.18038
17.662928,22,9.239682
15.416513,16,9.282918
12.688955,13,9.318077
11.265291,9,9.342153
14.055299,10,9.368874
14.655546,14,9.40627
13.537493,10,9.433895
11.65862,12,9.467106
12.27029,8,9.489221
13.515191,12,9.759336
12.173824,10,9.787333
17.323963,22,9.847963
12.487142,12,9.881018
20.340098,26,9.952468
15.516417,17,9.99995
15.071231,18,10.04943
19.198911,23,10.112774
13.00257,10,10.140233
17.557599,25,10.209166
16.00247,17,10.256271
16.070484,12,10.289603
13.13273,11,10.319843
12.938218,10,10.34936
14.165784,22,10.414605
16.982855,18,10.461487
9.872406,7,10.48014
15.430744,16,10.522787
19.593316,20,10.57545
14.002533,12,10.606986
16.433503,14,10.644248
15.719482,17,10.688925
22.164659,26,10.758593
16.182604,18,10.805739
9.75454,7,10.824291
16.718146,18,10.872261
14.060845,13,10.906718
18.480802,21,10.962195
13.69832,10,10.989469
10.082377,7,11.008034
13.69915,12,11.038923
15.944287,17,11.083577
18.976858,25,11.163008
12.969254,10,11.193825
11.186534,8,11.225561
12.738309,10,11.270262
12.756417,12,11.308512
13.983123,11,11.34208
13.537328,9,12.240222
11.262645,8,12.263108
17.848254,22,12.32292
16.069402,18,12.372815
10.195773,7,12.392528
18.499707,17,12.440222
12.548627,11,12.470358
13.395688,11,12.501122
13.419916,10,12.529054
14.573077,11,12.55891
13.122251,10,12.586754
16.918654,18,12.636
13.107059,15,12.677032
9.034738,5,12.690816
14.748816,14,12.72957
17.743051,25,12.798816
12.425081,9,12.823404
13.856371,14,12.861932
16.470297,18,12.912481
17.998656,18,12.961668
15.588719,22,13.021823
13.631434,13,13.057693
11.978464,9,13.0823
13.611448,19,13.135525
10.462141,7,13.154763
33.359625,40,13.267001
19.167979,23,13.330554
