#{"t_start": 1587174851.4309628, "env_id": "Walker2DBulletEnv-v0"}
r,l,t
16.082044,19,0.71035
11.359943,9,0.740013
12.373228,17,0.79453
16.150727,17,0.849585
12.404037,11,0.885867
18.55893,21,0.952373
13.843778,10,0.981908
9.978684,12,1.014019
14.027399,18,1.063091
11.766073,12,1.09611
18.203577,20,1.149964
8.952634,6,1.167195
10.845763,11,1.197684
11.06929,9,1.222762
14.369088,14,1.261575
11.364313,9,1.286941
9.411312,7,1.306632
9.806851,15,1.348586
12.565706,9,1.374347
12.3191,14,1.413967
16.258305,17,1.46163
13.860347,13,1.498404
14.03221,17,1.545959
12.12101,9,1.571656
12.083293,8,1.593842
12.048583,8,1.616883
13.252519,19,1.668728
11.376473,7,1.688194
18.786342,19,1.740928
11.990493,8,1.763497
15.132489,17,1.811003
17.18985,19,1.863739
13.94315,11,1.894481
13.58759,12,1.927965
14.988042,11,1.958516
11.642422,9,1.98322
12.829063,9,2.008643
10.900639,8,2.030564
15.803932,16,2.075403
12.342972,10,2.103579
12.928326,13,2.139642
15.008849,18,2.18967
10.5117,17,2.23727
9.157601,6,2.254097
10.853165,14,2.292562
15.38625,19,2.344703
13.425961,13,2.380544
10.686959,12,2.415733
9.224461,22,2.476878
12.346724,9,2.502385
10.758121,16,2.546506
11.839904,8,2.568936
14.661031,20,2.623284
13.909001,14,2.661361
9.312213,7,2.681708
12.516736,12,2.715472
13.981389,15,2.756954
9.030002,7,2.77597
16.897577,14,2.814828
11.542315,11,2.845414
12.153552,17,2.892165
11.182971,12,2.926204
13.842735,14,2.965147
11.259732,8,2.988
12.208174,12,3.021615
10.877137,8,3.04366
12.179029,9,3.068813
17.123415,23,3.132717
14.833312,14,3.17182
16.867443,19,3.224871
12.610524,13,3.261067
13.494875,15,3.309898
10.994352,9,3.337769
13.459862,11,3.366714
16.717238,16,3.408856
11.822915,12,3.440898
11.127389,8,3.462366
17.170497,18,3.510622
12.490416,14,4.55074
14.221272,17,4.604579
13.1094,11,4.634456
12.083519,9,4.658888
13.346613,10,4.686162
10.942117,8,4.70792
12.958132,10,4.734864
14.82522,12,4.767316
16.364557,23,4.830867
13.411574,10,4.859491
10.704314,10,4.887913
12.669478,10,4.91633
15.979649,12,4.950049
17.78308,18,5.001462
13.715164,15,5.042996
13.971835,14,5.081493
17.80849,17,5.129101
17.196321,19,5.182471
12.539039,9,5.207088
15.375392,19,5.26007
17.575104,16,5.303542
16.155103,15,5.345506
12.141186,8,5.367741
14.57031,19,5.419398
13.854258,14,5.458683
11.734382,14,5.497612
15.462568,25,5.565638
16.479102,14,5.604485
15.848048,14,5.643034
13.003547,14,5.680366
17.904183,14,5.719248
14.564526,16,5.763321
10.310588,9,5.788185
13.677983,13,5.82427
13.482338,12,5.857486
10.25247,8,5.87958
10.306249,9,5.904707
13.376368,12,5.93739
15.808262,17,5.98467
21.538849,23,6.04782
17.5074,17,6.094855
16.721508,13,6.130498
15.399867,17,6.1779
12.252248,9,6.203334
14.725584,16,6.248368
9.990793,12,6.281635
16.158368,16,6.326134
13.467644,11,6.356525
11.148243,8,6.379169
11.672179,9,6.404523
15.862027,20,6.460807
11.131033,12,6.494371
11.11422,8,6.517055
15.178144,19,6.570984
10.199702,7,6.59026
11.449052,8,6.613078
12.472164,10,6.642316
14.734421,15,6.685382
17.746055,21,6.744643
14.658227,13,6.78198
15.212215,14,6.821297
13.776035,15,6.862427
11.271656,7,6.880859
13.115043,15,6.921152
13.96843,12,6.952365
16.397303,15,6.992462
14.952888,20,7.046013
10.330704,7,7.064871
20.827367,24,7.129161
12.089838,11,7.159012
14.063673,12,7.1913
13.836314,10,7.217912
15.887583,18,7.279564
13.592071,16,7.349516
15.324307,15,7.406436
14.287901,14,8.302468
8.932208,7,8.321752
17.407715,17,8.367777
12.053004,9,8.391827
18.012985,19,8.443554
12.432582,11,8.473832
14.614479,14,8.511102
13.501924,13,8.546237
12.142674,9,8.570145
17.26856,16,8.61426
14.391194,11,8.643981
19.01114,25,8.711043
15.37585,13,8.746109
11.899352,10,8.773061
11.583962,11,8.80318
11.775025,10,8.829999
16.294959,16,8.873195
16.632779,20,8.926875
9.852038,8,8.94886
13.685732,12,8.981591
13.290857,17,9.027232
17.487369,16,9.070488
18.376353,18,9.119202
20.110533,18,9.167398
15.384997,15,9.208486
18.876974,19,9.25931
12.325837,16,9.302395
20.035187,26,9.372545
11.094271,8,9.393526
13.437889,12,9.426026
11.997738,10,9.454418
16.987196,21,9.511729
11.090005,13,9.784889
13.078932,13,9.820984
10.697978,7,9.840249
15.811549,14,9.878653
12.26446,9,9.903891
12.237492,10,9.931245
15.688653,13,9.96703
14.106011,10,9.99492
13.44671,12,10.028015
21.177246,29,10.107478
16.313292,14,10.14661
12.228153,14,10.185068
15.72808,15,10.226563
15.105772,19,10.278709
14.694891,17,10.326554
14.320152,12,10.367436
17.138691,17,10.411905
12.340329,15,10.451654
13.962778,11,10.480387
16.124764,14,10.517668
14.15633,11,10.546825
12.806991,17,10.591533
13.811488,11,10.620703
13.570395,9,10.644539
16.350039,20,10.697489
12.491277,8,10.71936
12.961296,13,10.753849
10.15586,7,10.772108
12.993318,12,10.80344
12.214234,12,10.835876
14.521609,12,10.8675
14.949114,18,10.915382
12.156755,10,10.942131
14.156685,18,10.989746
20.672901,27,11.060189
12.559976,19,11.115574
13.472258,10,11.150174
14.312658,12,11.183929
23.738694,26,11.285074
11.143837,8,11.312592
16.28909,14,11.354692
17.221197,23,12.290821
21.519282,25,12.359361
10.80421,13,12.396219
13.410304,11,12.426101
14.736711,20,12.482554
12.322906,10,12.510159
9.670765,15,12.55128
16.528302,15,12.593162
21.594189,29,12.671844
10.302206,14,12.711123
15.697314,18,12.760453
12.908901,11,12.790724
16.563716,16,12.834809
14.94709,16,12.879427
10.450518,9,12.904308
12.479649,11,12.934759
17.436569,17,12.981584
11.063625,8,13.003352
12.35266,9,13.028592
19.913755,20,13.08251
14.145226,12,13.116352
16.800703,16,13.161135
9.799765,9,13.186164
10.899054,6,13.202829
19.350928,23,13.267197
14.911021,16,13.311219
13.987694,13,13.348028
20.12264,22,13.409051
17.098175,20,13.46554
14.588734,16,13.510011
13.757354,13,13.545764
17.563115,21,13.604735
14.550971,15,13.646752
12.1615,12,13.680101
9.923164,6,13.69716
12.361078,8,13.719731
12.85651,10,13.747463
13.568028,10,13.775167
13.613009,14,13.814075
13.728125,11,13.844917
18.452514,16,13.889846
19.139977,15,13.931788
10.464749,11,13.962261
21.635484,23,14.026909
18.936462,18,14.076856
12.803319,10,14.104986
16.296861,14,14.143972
13.915675,14,14.182959
12.076164,9,14.208248
13.449064,13,14.244559
11.378479,11,14.275442
12.420724,12,14.309412
28.177921,32,14.398218
19.142224,25,14.46822
11.77764,8,14.490944
24.525386,46,14.618329
14.277618,15,14.659989
11.559114,15,14.701898
11.669734,8,14.724703
18.649332,17,14.772023
11.339915,11,14.812379
12.348002,14,14.860728
13.705311,14,14.902745
14.492223,14,14.945078
11.26473,8,14.969131
13.979454,14,15.01035
12.679414,11,15.047194
13.113833,11,15.080934
15.120691,15,15.951349
16.838554,20,16.007261
25.455104,26,16.077393
18.447554,18,16.126225
15.129327,15,16.166495
16.564787,18,16.21458
15.888543,17,16.260759
14.209509,11,16.290015
21.705064,24,16.355492
12.749894,11,16.38517
13.717247,14,16.423592
15.604518,19,16.473624
14.99882,11,16.503408
23.160974,30,16.584344
12.114711,10,16.612376
19.621503,19,16.665147
27.224362,32,16.755241
11.962477,11,16.785264
13.70047,17,16.833487
17.839519,19,16.886391
11.842162,9,16.911706
16.772793,18,16.962262
24.5953,33,17.061792
16.313319,17,17.106933
13.81121,10,17.133351
40.473368,51,17.269728
17.062751,21,17.325776
21.128076,26,17.394477
18.526123,34,17.484807
14.24745,17,17.53009
13.807349,12,17.562574
11.253906,9,17.587701
12.234823,10,17.615021
17.089038,17,17.660812
16.869008,18,17.708799
12.096992,9,17.733134
11.994078,10,17.759545
18.009205,17,17.804559
13.532136,12,17.837481
12.368907,11,17.866335
12.052736,12,17.898812
13.423433,12,17.931014
31.451137,40,18.037287
24.161639,28,18.111763
10.640091,10,18.137914
11.266144,19,18.189441
17.668844,19,18.256337
15.814736,17,18.308857
17.88695,21,18.370255
15.002767,15,18.409845
14.624607,15,18.863405
13.717765,12,18.907885
16.470013,14,18.952297
13.961114,10,18.982694
15.247484,15,19.042689
22.689023,24,19.129151
17.994227,16,19.193244
17.354866,18,19.263814
13.163377,10,20.127794
15.499094,12,20.176315
13.984512,15,20.217266
15.829568,23,20.279005
12.455133,10,20.305952
13.299881,11,20.335581
13.505711,11,20.364632
15.04836,15,20.405042
13.9691,14,20.442671
22.196566,30,20.522328
29.188539,35,20.614764
14.544989,15,20.654204
11.189351,14,20.691522
13.094136,10,20.718189
11.199591,10,20.744852
18.066561,19,20.795613
16.304748,17,20.840493
21.882551,26,20.910178
18.416838,34,20.999765
18.784433,27,21.071486
11.814796,13,21.106372
15.507969,19,21.157117
24.565929,33,21.244843
24.089305,27,21.315225
12.769401,17,21.36057
18.70793,14,21.39834
15.442435,15,21.438183
18.077653,24,21.501052
19.040857,25,21.567153
17.899847,22,21.625801
14.41432,15,21.665291
13.329126,9,21.689304
23.248349,32,21.77388
12.80961,11,21.802871
11.791582,12,21.835132
14.813908,14,21.872459
10.272646,6,21.888615
18.847682,23,21.950029
15.095528,18,21.997831
14.829224,18,22.045969
21.133183,26,22.115389
10.770569,12,22.147408
19.635574,32,22.234014
25.288987,30,22.314641
18.704353,18,22.363084
16.416704,16,22.405762
19.518449,25,22.472476
22.937386,32,22.556782
15.622748,15,22.596947
17.721127,19,22.647752
13.446764,10,22.674916
14.853372,19,22.726008
13.906174,12,22.76127
19.471167,23,22.83977
15.992376,14,23.732843
23.55285,29,23.814231
20.593555,23,23.882692
13.963385,18,23.930918
19.781789,19,23.981081
21.060627,36,24.083032
22.63849,29,24.15887
11.608401,18,24.206918
15.848433,17,24.25223
20.077962,23,24.314201
22.830432,25,24.382362
36.659395,35,24.477531
22.794003,31,24.559923
24.308165,30,24.640622
17.911909,37,24.746443
17.570183,19,24.796085
20.379398,20,24.848227
14.634006,19,24.897982
16.35212,16,24.940089
22.841025,25,25.005145
21.14586,25,25.070408
20.020779,21,25.125716
13.42392,19,25.175514
23.532016,31,25.258257
20.184463,20,25.31089
12.97631,10,25.338071
13.794075,13,25.372105
12.633413,9,25.39631
11.273996,11,25.424792
10.816405,9,25.448575
17.602513,21,25.508379
26.15473,43,25.61987
21.533684,29,25.695215
18.305208,21,25.750031
17.989473,21,25.80399
21.412329,33,25.889956
22.714168,30,25.967619
36.035996,42,26.077974
13.404376,12,26.109821
15.179475,16,26.152181
35.461402,39,26.255814
16.321837,18,26.314394
23.14034,24,26.405464
15.789994,21,26.476534
25.266758,53,27.461707
16.397512,21,27.545304
17.187211,25,27.625492
24.027775,30,27.723855
19.13666,26,27.79871
17.310043,30,27.884216
25.048043,30,27.968994
19.674002,28,28.047574
15.223135,12,28.081939
28.918272,43,28.202995
20.473438,25,28.273535
17.129331,18,28.322713
26.440272,26,30.756654
24.705798,35,30.888494
38.125867,53,31.074704
39.433356,59,31.256749
29.960911,61,31.454472
14.766106,13,31.495008
22.784374,29,31.588864
13.838371,38,31.732878
20.048591,21,31.789712
20.837519,53,31.974905
25.077697,30,32.0774
24.501357,30,32.167593
21.068109,22,32.227698
17.219997,22,32.287478
36.819731,60,32.451197
21.483994,28,32.524732
25.43486,28,32.602326
19.647173,22,32.661056
14.443346,15,32.700582
12.560535,12,32.732527
18.32169,18,32.780098
15.165759,16,32.822087
21.036482,25,33.734051
18.408505,23,33.801823
40.822096,60,33.964133
30.759123,41,34.076323
51.173787,54,34.249653
21.588272,22,34.325575
25.339078,33,34.439486
19.80952,24,34.543637
27.693796,36,34.666666
17.557382,19,34.734943
33.485949,46,34.905394
50.633922,62,35.104682
15.68805,18,35.153202
11.542427,12,35.186028
24.980985,37,35.288928
12.209825,13,35.337269
37.06214,53,35.496951
24.771101,26,35.582306
19.93518,28,35.674049
27.303738,36,35.786845
12.528285,14,35.840436
33.765646,68,36.082907
34.715161,59,36.256738
25.454162,33,36.347202
26.38445,35,36.443634
47.085579,53,36.588156
15.556211,13,36.623827
41.270521,46,36.751364
